item_id,domain,rasch_b,pvalue,point_biserial
NCX0260,Health Promotion & Maintenance,0.7148214074700043,0.351,0.4060360825719432
NCX0261,Health Promotion & Maintenance,0.7273979397466763,0.3505714285714286,0.3908544844388431
NCX0262,Health Promotion & Maintenance,0.2682312497891008,0.4487142857142857,0.4201243857186205
NCX0263,Health Promotion & Maintenance,-1.169631447,0.7284285714285714,0.3635834561375427
NCX0264,Health Promotion & Maintenance,-0.346156271,0.5654285714285714,0.4088072050286539
NCX0265,Health Promotion & Maintenance,-1.275418431,0.7351428571428571,0.3792441409887388
NCX0266,Health Promotion & Maintenance,-1.796715032,0.8147142857142857,0.3275879750626736
NCX0267,Health Promotion & Maintenance,0.1458595694963453,0.4688571428571429,0.4071665289900747
NCX0268,Health Promotion & Maintenance,-1.51932783,0.776,0.3660319216591685
NCX0269,Health Promotion & Maintenance,1.056313618553683,0.2924285714285714,0.3887242230754216
NCX0270,Health Promotion & Maintenance,0.8307058930509716,0.328,0.3919326199996389
NCX0271,Health Promotion & Maintenance,-0.861435201,0.6682857142857143,0.3818797957736276
NCX0272,Health Promotion & Maintenance,-0.553029557,0.6124285714285714,0.3979230294456279
NCX0273,Health Promotion & Maintenance,-0.093038179,0.5197142857142857,0.403740414
NCX0274,Health Promotion & Maintenance,0.2519833990110628,0.4477142857142857,0.409624575
NCX0275,Health Promotion & Maintenance,1.031205281261317,0.2881428571428571,0.3727997233545919
NCX0276,Health Promotion & Maintenance,-0.580184938,0.617,0.416627871
NCX0277,Health Promotion & Maintenance,-0.33240267,0.5571428571428572,0.4027111131726118
NCX0278,Health Promotion & Maintenance,-1.72408399,0.8084285714285714,0.3399885841258726
NCX0279,Health Promotion & Maintenance,-1.043641253,0.7008571428571428,0.4069177248976022
NCX0280,Health Promotion & Maintenance,-1.406650291,0.7585714285714286,0.3642869321768907
NCX0281,Health Promotion & Maintenance,-0.281367965,0.5501428571428572,0.4158099275522403
NCX0282,Health Promotion & Maintenance,1.253350495537883,0.2558571428571428,0.3777706142185354
NCX0283,Health Promotion & Maintenance,0.8331641966189941,0.3331428571428571,0.3906167855798307
NCX0284,Health Promotion & Maintenance,0.057219813,0.488,0.4138063909875257
NCX0285,Health Promotion & Maintenance,1.997516623033686,0.1501428571428571,0.3221750177358625
NCX0286,Health Promotion & Maintenance,-0.73533865,0.6492857142857142,0.401457538
NCX0287,Health Promotion & Maintenance,-0.05992191,0.5121428571428571,0.4156119147650998
NCX0288,Health Promotion & Maintenance,-0.670682732,0.6315714285714286,0.3957410958811381
NCX0289,Health Promotion & Maintenance,-0.153627848,0.5212857142857142,0.4159600554370266
NCX0290,Health Promotion & Maintenance,-0.129745789,0.5238571428571429,0.4220888675015815
NCX0291,Health Promotion & Maintenance,-0.300055925,0.5577142857142857,0.4081741195512611
NCX0292,Health Promotion & Maintenance,0.3697892546503699,0.4158571428571429,0.4155958965964595
NCX0293,Health Promotion & Maintenance,-2.178869103,0.866,0.3197656124091045
NCX0294,Health Promotion & Maintenance,0.2864157763554706,0.435,0.4262594529110696
NCX0295,Health Promotion & Maintenance,-0.99849926,0.6984285714285714,0.3789748086348475
NCX0296,Health Promotion & Maintenance,-0.59987767,0.6105714285714285,0.4069290311045913
NCX0297,Health Promotion & Maintenance,-0.382259866,0.573,0.4170052737407671
NCX0298,Health Promotion & Maintenance,0.02353884,0.5021428571428571,0.4098496976674806
NCX0299,Health Promotion & Maintenance,-0.923318857,0.68,0.3931458894841661
NCX0300,Health Promotion & Maintenance,-0.808787575,0.658,0.3932809336332391
NCX0301,Health Promotion & Maintenance,-1.799076775,0.8211428571428572,0.3467707831725222
NCX0302,Health Promotion & Maintenance,-0.511330509,0.6012857142857143,0.3918111625510154
NCX0303,Health Promotion & Maintenance,-1.122737445,0.723,0.3761172595993402
NCX0304,Health Promotion & Maintenance,-1.129016805,0.7124285714285714,0.3976608389359493
NCX0305,Health Promotion & Maintenance,-0.026159101,0.508,0.4241655753181773
NCX0306,Health Promotion & Maintenance,-1.42614725,0.7734285714285715,0.3659996588319659
NCX0307,Health Promotion & Maintenance,-1.254598312,0.7371428571428571,0.370645886
NCX0308,Health Promotion & Maintenance,0.090496438,0.4802857142857143,0.4104426923827102
NCX0309,Health Promotion & Maintenance,-1.42191489,0.7721428571428571,0.346857979
NCX0310,Health Promotion & Maintenance,-1.092848873,0.7092857142857143,0.3884630339218456
NCX0311,Health Promotion & Maintenance,-1.458006731,0.7735714285714286,0.3556132663537623
NCX0312,Health Promotion & Maintenance,0.8642002668762258,0.3337142857142857,0.3949422200698914
NCX0313,Health Promotion & Maintenance,1.196038742391309,0.2691428571428571,0.3949636847063833
NCX0314,Health Promotion & Maintenance,0.9298822460361456,0.3117142857142857,0.393689769
NCX0315,Health Promotion & Maintenance,0.6830416713112588,0.3587142857142857,0.4039871439548238
NCX0316,Health Promotion & Maintenance,-0.513999773,0.5961428571428572,0.4114157913711774
NCX0317,Health Promotion & Maintenance,0.2182514490403091,0.448,0.4189778221059514
NCX0318,Health Promotion & Maintenance,-0.502084594,0.5967142857142858,0.4085996413017529
NCX0319,Health Promotion & Maintenance,-1.013166696,0.6902857142857143,0.3933482190655208
NCX0320,Health Promotion & Maintenance,-1.295069287,0.7491428571428571,0.3576297659122247
NCX0321,Health Promotion & Maintenance,-1.580002757,0.7901428571428571,0.3414272620817761
NCX0322,Health Promotion & Maintenance,-1.61993731,0.7954285714285714,0.3596230191012432
NCX0323,Health Promotion & Maintenance,-0.30054392,0.5582857142857143,0.4057901580792387
NCX0324,Health Promotion & Maintenance,-0.080252445,0.5088571428571429,0.4161142011485079
NCX0325,Health Promotion & Maintenance,0.401381604,0.4194285714285714,0.4021667615773054
NCX0326,Health Promotion & Maintenance,-0.469129977,0.5872857142857143,0.404877981
NCX0327,Health Promotion & Maintenance,-0.186369124,0.5371428571428571,0.4186874422517932
NCX0328,Health Promotion & Maintenance,0.3070955736813887,0.4274285714285714,0.3949341632243004
NCX0329,Health Promotion & Maintenance,-0.231377057,0.5434285714285715,0.4143098680136997
NCX0330,Health Promotion & Maintenance,2.472383506057755,0.1074285714285714,0.2701639192180016
NCX0331,Health Promotion & Maintenance,1.798449038,0.1825714285714286,0.3438752387608137
NCX0332,Health Promotion & Maintenance,1.193555122942055,0.2714285714285714,0.375722677
NCX0333,Health Promotion & Maintenance,-0.340308351,0.5705714285714286,0.398696324
NCX0334,Health Promotion & Maintenance,-1.68094229,0.8015714285714286,0.3267823757737393
NCX0335,Health Promotion & Maintenance,0.3366625576148581,0.4251428571428572,0.4138465874513805
NCX0336,Health Promotion & Maintenance,0.8689411692856419,0.318,0.377058557
NCX0337,Health Promotion & Maintenance,0.6539055178969764,0.3625714285714285,0.4113562996806143
NCX0338,Health Promotion & Maintenance,-0.842097967,0.667,0.3957494852216322
NCX0339,Health Promotion & Maintenance,0.2166437858277296,0.45,0.4109919965997886
NCX0340,Health Promotion & Maintenance,-2.651668285,0.9025714285714286,0.2564384178608976
NCX0341,Health Promotion & Maintenance,0.2244759290267604,0.4492857142857143,0.4249705319598627
NCX0342,Health Promotion & Maintenance,-0.046080998,0.5074285714285715,0.4216327285901997
NCX0343,Health Promotion & Maintenance,0.7950314343388879,0.3297142857142857,0.3887157373412397
NCX0344,Health Promotion & Maintenance,-0.826348126,0.666,0.3915951438310268
NCX0345,Health Promotion & Maintenance,-0.378301131,0.5737142857142857,0.4051631680723295
NCX0346,Health Promotion & Maintenance,-0.570721058,0.6064285714285714,0.4038259140323262
NCX0347,Health Promotion & Maintenance,-0.654297188,0.628,0.4007926376122481
NCX0348,Health Promotion & Maintenance,1.795667823622467,0.1775714285714286,0.3376171518877798
NCX0349,Health Promotion & Maintenance,0.781017123,0.3424285714285714,0.4090939677463205
NCX0350,Health Promotion & Maintenance,-0.290908233,0.5597142857142857,0.4123774859501244
NCX0351,Health Promotion & Maintenance,0.2945559951279075,0.4282857142857143,0.3966995393003454
NCX0352,Health Promotion & Maintenance,1.288772061,0.2485714285714286,0.3668608914376169
NCX0353,Health Promotion & Maintenance,-0.058078073,0.5094285714285715,0.3962358181535057
NCX0354,Health Promotion & Maintenance,-0.384602727,0.5745714285714286,0.4272404180130332
NCX0355,Health Promotion & Maintenance,0.4959067497688149,0.394,0.4039679811907833
NCX0356,Health Promotion & Maintenance,0.6060587067221641,0.3785714285714286,0.4046233372377279
NCX0357,Health Promotion & Maintenance,0.6887482173083177,0.3601428571428572,0.4148957175000642
NCX0358,Health Promotion & Maintenance,-0.283554965,0.5601428571428572,0.4228199704958157
NCX0359,Health Promotion & Maintenance,-0.211149317,0.5325714285714286,0.4306503126771611
NCX0360,Health Promotion & Maintenance,-0.548367387,0.6031428571428571,0.4169911886533052
NCX0361,Health Promotion & Maintenance,0.303100417,0.4275714285714285,0.4192702930946853
NCX0362,Health Promotion & Maintenance,-0.623684162,0.622,0.4209622146535151
NCX0363,Health Promotion & Maintenance,0.8026974194955359,0.3337142857142857,0.3985392622665654
NCX0364,Health Promotion & Maintenance,-0.62724994,0.6178571428571429,0.4007704788819883
NCX0365,Health Promotion & Maintenance,-1.117958944,0.709,0.3960161022366093
NCX0366,Health Promotion & Maintenance,-0.592727834,0.6198571428571429,0.395266645
NCX0367,Health Promotion & Maintenance,0.7666970103924077,0.3488571428571429,0.40365237
NCX0368,Health Promotion & Maintenance,1.038040943857628,0.2942857142857143,0.3680021694140124
NCX0369,Health Promotion & Maintenance,-1.100755963,0.7145714285714285,0.3915901418598118
NCX0370,Health Promotion & Maintenance,-0.789537263,0.6561428571428571,0.3914377457670113
NCX0371,Health Promotion & Maintenance,0.7516480147622352,0.3538571428571429,0.393549074
NCX0372,Health Promotion & Maintenance,-0.419788014,0.5815714285714285,0.410369548
NCX0373,Health Promotion & Maintenance,-0.003186789,0.4954285714285714,0.4195896232412625
NCX0374,Health Promotion & Maintenance,-0.156300358,0.5305714285714286,0.4156147475755432
NCX0375,Health Promotion & Maintenance,-0.718843379,0.6431428571428571,0.412634418
NCX0376,Health Promotion & Maintenance,0.4694319113251585,0.3935714285714286,0.3986238154969596
NCX0377,Health Promotion & Maintenance,0.6068977963880907,0.3794285714285714,0.3845404647421313
NCX0378,Health Promotion & Maintenance,1.340913239585583,0.2431428571428571,0.3689473094524324
NCX0379,Health Promotion & Maintenance,-1.342262778,0.7491428571428571,0.3800942760990094
NCX0380,Health Promotion & Maintenance,1.276111288837301,0.2547142857142857,0.3759238718412448
NCX0381,Health Promotion & Maintenance,0.5978122684581005,0.3808571428571428,0.3931415137727666
NCX0382,Health Promotion & Maintenance,0.5099439271446182,0.3931428571428571,0.4046888413784984
NCX0383,Health Promotion & Maintenance,-0.459748113,0.5925714285714285,0.4121976089451441
NCX0384,Health Promotion & Maintenance,-0.695714657,0.646,0.404626304
NCX0385,Health Promotion & Maintenance,-0.472650722,0.5928571428571429,0.4227795794025133
NCX0386,Health Promotion & Maintenance,-0.830957525,0.67,0.4035080733279472
NCX0387,Health Promotion & Maintenance,0.3852390540142622,0.4132857142857143,0.4156904006550212
NCX0388,Health Promotion & Maintenance,0.728613999,0.3547142857142857,0.4044415555894342
NCX0389,Health Promotion & Maintenance,-0.099188404,0.516,0.4164651044881593
NCX0390,Health Promotion & Maintenance,-0.017147192,0.4925714285714285,0.4199347211921624
NCX0391,Health Promotion & Maintenance,-1.635190641,0.7948571428571428,0.3514270205419067
NCX0392,Health Promotion & Maintenance,0.9194564590640132,0.308,0.3940694499675426
NCX0393,Health Promotion & Maintenance,-0.930541851,0.6835714285714286,0.4228311002472256
NCX0394,Health Promotion & Maintenance,0.5103161340285166,0.392,0.4074729541950685
NCX0395,Health Promotion & Maintenance,-1.213559313,0.7277142857142858,0.3720094124855929
NCX0396,Health Promotion & Maintenance,2.124999154669813,0.1372857142857143,0.2711839391086515
NCX0397,Health Promotion & Maintenance,-1.145492041,0.7148571428571429,0.3903955597358225
NCX0398,Health Promotion & Maintenance,0.4784730672628926,0.4135714285714286,0.4172576679215035
NCX0399,Health Promotion & Maintenance,0.1146861961084161,0.4805714285714286,0.4267378332327134
NCX0400,Health Promotion & Maintenance,0.2832869811652701,0.448,0.4113270661676625
NCX0401,Health Promotion & Maintenance,0.9059549530123794,0.315,0.4036189525120848
NCX0402,Health Promotion & Maintenance,-0.822943257,0.666,0.402352824
NCX0403,Health Promotion & Maintenance,0.078040342,0.4761428571428571,0.406247823
NCX0404,Health Promotion & Maintenance,-0.146169622,0.5261428571428571,0.4154896272961655
NCX0405,Health Promotion & Maintenance,0.489541471,0.4042857142857143,0.4013957358210601
NCX0406,Health Promotion & Maintenance,0.2572185413625387,0.4344285714285714,0.4209408240880446
NCX0407,Health Promotion & Maintenance,1.042801000470059,0.288,0.3897852960896183
NCX0408,Health Promotion & Maintenance,0.5110479005523665,0.385,0.4035727257973329
NCX0409,Health Promotion & Maintenance,-0.289460786,0.555,0.4213861993212834
NCX0410,Health Promotion & Maintenance,0.1706270297446855,0.466,0.4052129515937298
NCX0411,Health Promotion & Maintenance,-0.125037495,0.5318571428571428,0.4107955488245209
NCX0412,Health Promotion & Maintenance,-0.44195672,0.5868571428571429,0.4193465510386574
NCX0413,Health Promotion & Maintenance,-0.37046665,0.5782857142857143,0.4174558825177971
NCX0414,Health Promotion & Maintenance,-0.466240533,0.5914285714285714,0.4168069551154654
NCX0415,Health Promotion & Maintenance,0.4707409839749545,0.3862857142857143,0.413278827
NCX0416,Health Promotion & Maintenance,0.1221749540025022,0.473,0.4182925330236636
NCX0417,Health Promotion & Maintenance,0.7024793872992655,0.3531428571428571,0.4134959315888362
NCX0418,Health Promotion & Maintenance,0.8618448613914834,0.32,0.3856907430111024
NCX0419,Health Promotion & Maintenance,-0.52113196,0.6078571428571429,0.4075774128204958
NCX0420,Health Promotion & Maintenance,1.565217897607955,0.2124285714285714,0.3520381900024134
NCX0421,Health Promotion & Maintenance,-1.348935674,0.7557142857142857,0.3597078627495783
NCX0422,Health Promotion & Maintenance,0.2871751655648853,0.43,0.4124322533460429
NCX0423,Health Promotion & Maintenance,-0.179512644,0.5305714285714286,0.4075173878727407
NCX0424,Health Promotion & Maintenance,-0.49343626,0.5957142857142858,0.3983328502159355
NCX0425,Health Promotion & Maintenance,-0.157585211,0.5278571428571428,0.4206226109912723
NCX0426,Health Promotion & Maintenance,1.114659489045673,0.2787142857142857,0.3847552059335357
NCX0427,Management of Care,-0.993498513,0.6921428571428572,0.3815464744003251
NCX0428,Management of Care,1.117288180273008,0.281,0.3763084250995963
NCX0429,Management of Care,0.5462152511394163,0.3957142857142857,0.3836183604585137
NCX0430,Management of Care,-1.336722379,0.7438571428571429,0.371402142
NCX0431,Management of Care,1.584880214,0.1995714285714286,0.3271453211375205
NCX0432,Management of Care,-0.673394262,0.6305714285714286,0.3872945502913011
NCX0433,Management of Care,-0.428105714,0.5842857142857143,0.4088929061177469
NCX0434,Management of Care,0.3538862662215291,0.4255714285714285,0.4143765671946273
NCX0435,Management of Care,-1.995862165,0.8402857142857143,0.3422976703495057
NCX0436,Management of Care,-2.06539215,0.8444285714285714,0.313000656
NCX0437,Management of Care,1.091710195767698,0.2852857142857143,0.4129293979052682
NCX0438,Management of Care,1.491313079694635,0.215,0.3598561490033715
NCX0439,Management of Care,-0.894538404,0.679,0.3954694712221622
NCX0440,Management of Care,-1.073728444,0.7021428571428572,0.3749152731228831
NCX0441,Management of Care,0.1487251410987015,0.4675714285714286,0.4133744449778695
NCX0442,Management of Care,0.3715167543203204,0.4255714285714285,0.4330539103852136
NCX0443,Management of Care,-2.144567433,0.8558571428571429,0.3078532938973946
NCX0444,Management of Care,-0.004056482,0.5035714285714286,0.4168596712426774
NCX0445,Management of Care,-0.552919923,0.6138571428571429,0.4052407641805529
NCX0446,Management of Care,-0.742569316,0.6411428571428571,0.4026295913615648
NCX0447,Management of Care,-0.142634733,0.5305714285714286,0.4104084892254163
NCX0448,Management of Care,-0.136058606,0.5218571428571429,0.402930446
NCX0449,Management of Care,-0.844878859,0.6705714285714286,0.3896586288355463
NCX0450,Management of Care,-0.5516952,0.6001428571428571,0.427123431
NCX0451,Management of Care,-0.435606457,0.5947142857142858,0.4249882596897064
NCX0452,Management of Care,-1.219509491,0.7374285714285714,0.3870700371346532
NCX0453,Management of Care,-0.350275933,0.5692857142857143,0.4105255257636641
NCX0454,Management of Care,-0.420812804,0.5808571428571428,0.4137508069370149
NCX0455,Management of Care,-1.699286908,0.8027142857142857,0.3272555933084513
NCX0456,Management of Care,-0.505120057,0.6012857142857143,0.3959496823219018
NCX0457,Management of Care,-0.641003439,0.6345714285714286,0.4185304519202532
NCX0458,Management of Care,-1.145383639,0.715,0.3816527964830561
NCX0459,Management of Care,-0.925952955,0.6778571428571428,0.3868826146909186
NCX0460,Management of Care,0.7774571919495538,0.3417142857142857,0.3839290378558207
NCX0461,Management of Care,0.025237135,0.4877142857142857,0.4209621127490735
NCX0462,Management of Care,0.4844545538607655,0.4,0.3862019051331105
NCX0463,Management of Care,-2.061120059,0.8505714285714285,0.3065407896534351
NCX0464,Management of Care,-1.288413052,0.7431428571428571,0.3769045194918239
NCX0465,Management of Care,-0.043993744,0.499,0.3977553842155666
NCX0466,Management of Care,-2.645552421,0.9025714285714286,0.2610215175805708
NCX0467,Management of Care,0.1428533209105185,0.464,0.4023490002096556
NCX0468,Management of Care,-0.50455337,0.5962857142857143,0.4090545278155736
NCX0469,Management of Care,-0.113545744,0.5228571428571429,0.4027678492955961
NCX0470,Management of Care,-1.470409025,0.7732857142857142,0.3440082787411683
NCX0471,Management of Care,1.222856824006464,0.2647142857142857,0.3756630337840126
NCX0472,Management of Care,1.418203911736439,0.2301428571428571,0.3662650002293624
NCX0473,Management of Care,-1.47105896,0.7745714285714286,0.3588859906944964
NCX0474,Management of Care,-0.171632409,0.5375714285714286,0.3908063475505947
NCX0475,Management of Care,0.00484527,0.4984285714285714,0.4220242044155455
NCX0476,Management of Care,0.2895695944912741,0.4425714285714286,0.4093220238474522
NCX0477,Management of Care,-1.163397905,0.7214285714285714,0.3877418986013548
NCX0478,Management of Care,-0.638092063,0.635,0.3991887219122056
NCX0479,Management of Care,0.3369489724476444,0.4337142857142857,0.4133302959030756
NCX0480,Management of Care,-0.516427238,0.6008571428571429,0.3945926736093491
NCX0481,Management of Care,1.114829592398803,0.2872857142857143,0.3885561712077896
NCX0482,Management of Care,-0.091288828,0.5184285714285715,0.4169062143632231
NCX0483,Management of Care,0.1438143982826206,0.4678571428571429,0.4061321911893702
NCX0484,Management of Care,-0.584729416,0.6171428571428571,0.4065519902633414
NCX0485,Management of Care,0.6190305220079824,0.3722857142857143,0.408825605
NCX0486,Management of Care,0.3332426501011897,0.428,0.3978823853139392
NCX0487,Management of Care,1.149470306315166,0.2822857142857143,0.389539629
NCX0488,Management of Care,0.7937747871673908,0.3404285714285714,0.3874106750453922
NCX0489,Management of Care,0.5016322446230473,0.406,0.4101168518922426
NCX0490,Management of Care,1.85289001,0.1734285714285714,0.3121171105966433
NCX0491,Management of Care,0.046855725,0.4965714285714286,0.4221953004855202
NCX0492,Management of Care,-0.839694298,0.6654285714285715,0.3992977429853822
NCX0493,Management of Care,-1.463390721,0.7694285714285715,0.3627704421596492
NCX0494,Management of Care,-0.452263472,0.5918571428571429,0.40936084
NCX0495,Management of Care,-1.646572387,0.8077142857142857,0.3334605524735738
NCX0496,Management of Care,1.244927678619442,0.2631428571428571,0.3719598971439019
NCX0497,Management of Care,0.089759837,0.4744285714285714,0.4204343378233031
NCX0498,Management of Care,-1.216632737,0.7264285714285714,0.3697424177846015
NCX0499,Management of Care,1.454408882036617,0.2308571428571428,0.3439242732112451
NCX0500,Management of Care,0.9084223418492374,0.3218571428571428,0.3895179413516417
NCX0501,Management of Care,-1.154169046,0.7145714285714285,0.3769264728025337
NCX0502,Management of Care,-0.938435068,0.6861428571428572,0.3769826154641976
NCX0503,Management of Care,-0.181264836,0.537,0.4069354774981449
NCX0504,Management of Care,-0.225424986,0.5387142857142857,0.4342329791776134
NCX0505,Management of Care,0.7550340058998554,0.3507142857142857,0.4079076395337488
NCX0506,Management of Care,-0.442043765,0.5881428571428572,0.3959160787202025
NCX0507,Management of Care,0.6503917307462423,0.3584285714285714,0.4203425967091464
NCX0508,Management of Care,-1.070027468,0.7084285714285714,0.3866873918245678
NCX0509,Management of Care,-2.421431401,0.8858571428571429,0.2841160778259971
NCX0510,Management of Care,1.448359089495308,0.2258571428571429,0.347366392
NCX0511,Management of Care,0.4194546030920954,0.414,0.4101465988194695
NCX0512,Management of Care,0.4323344781780621,0.4118571428571429,0.4024055551723562
NCX0513,Management of Care,-1.181370717,0.7161428571428572,0.3770956953732651
NCX0514,Management of Care,-0.09160666,0.5067142857142857,0.4197145176420726
NCX0515,Management of Care,0.4778367254987352,0.3981428571428571,0.3962802258300638
NCX0516,Management of Care,0.7468447,0.3492857142857143,0.3969509946180888
NCX0517,Management of Care,0.5179116030612341,0.3942857142857143,0.3914643349460072
NCX0518,Management of Care,1.867533694,0.1675714285714286,0.3041746763977988
NCX0519,Management of Care,-0.409198271,0.5775714285714286,0.4211428842062826
NCX0520,Management of Care,-1.304705797,0.7472857142857143,0.3507589933498233
NCX0521,Management of Care,-0.173295563,0.532,0.414327778
NCX0522,Management of Care,-0.895136145,0.6772857142857143,0.3759162019030542
NCX0523,Management of Care,1.453569808042699,0.2307142857142857,0.3646688225837489
NCX0524,Management of Care,-0.761266392,0.6528571428571428,0.408043491
NCX0525,Management of Care,1.018843676500526,0.3012857142857143,0.3928476871037377
NCX0526,Management of Care,0.5755263656567043,0.3814285714285715,0.4193527957546824
NCX0527,Management of Care,-0.250163899,0.5452857142857143,0.42434268
NCX0528,Management of Care,-0.354417219,0.5721428571428572,0.4104342098731426
NCX0529,Management of Care,-0.389350741,0.576,0.4156024026302325
NCX0530,Management of Care,1.548594640175045,0.2094285714285714,0.3319488181871988
NCX0531,Management of Care,0.7474456573376076,0.349,0.3976929243991107
NCX0532,Management of Care,0.2876789422852708,0.4302857142857143,0.4172182082701268
NCX0533,Management of Care,0.1926876467350495,0.4632857142857143,0.4037469376006187
NCX0534,Management of Care,0.2196241578873575,0.443,0.4179648349279307
NCX0535,Management of Care,0.749433254,0.3567142857142857,0.4192787405139931
NCX0536,Management of Care,2.056355159965018,0.15,0.3142191923077046
NCX0537,Management of Care,-1.5977563,0.7914285714285715,0.3468594103757727
NCX0538,Management of Care,-0.311476392,0.5637142857142857,0.4240972864832157
NCX0539,Management of Care,1.929799183297128,0.1615714285714286,0.3223021586894027
NCX0540,Management of Care,1.373952536385014,0.2381428571428572,0.3588599873975023
NCX0541,Management of Care,0.032139048,0.4831428571428572,0.4116149928349647
NCX0542,Management of Care,1.536096920936232,0.2197142857142857,0.3580467361174466
NCX0543,Management of Care,-1.15829194,0.725,0.3753506597635187
NCX0544,Management of Care,0.5063394130537535,0.382,0.4006599769754886
NCX0545,Management of Care,0.9724580603539128,0.3088571428571428,0.3858215052233879
NCX0546,Management of Care,0.449812845,0.3924285714285714,0.4203680064533688
NCX0547,Management of Care,-1.41820947,0.7682857142857142,0.3784276570145608
NCX0548,Management of Care,-0.634006194,0.6278571428571429,0.3990769883362879
NCX0549,Management of Care,0.5303025004002032,0.3851428571428571,0.3929062092040253
NCX0550,Management of Care,-1.197575446,0.734,0.3678913744983502
NCX0551,Management of Care,-0.440601995,0.5895714285714285,0.4139009797468843
NCX0552,Management of Care,1.262571843308611,0.2614285714285715,0.381346143
NCX0553,Management of Care,-0.138821524,0.5201428571428571,0.4239234930207998
NCX0554,Management of Care,-0.357049471,0.568,0.415992586
NCX0555,Management of Care,0.095577261,0.4755714285714286,0.4208937207072485
NCX0556,Management of Care,0.3415164543706307,0.4247142857142857,0.4069800218268326
